Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
30501,2003,04/30/2004,Shelton,26 WOODLAND PARK,51730.00,135000.00,0.383185185,,,,,,
90056,2009,09/13/2010,Salem,623 WEST ROAD,346280.00,365000.00,0.948712329,Single Family,Single Family,,,,
170074,2017,02/22/2018,Canton,49 MAPLE AVENUE,157420.00,200000.00,0.7871,Single Family,Single Family,01 - Family,,,
190136,2019,07/27/2020,Essex,73 LYNN RD,196400.00,255000.00,0.7702,Single Family,Single Family,,,,
50193,2005,11/15/2005,Bristol,15 WOODLAND ST,93800.00,230000.00,0.407826087,,,,,,
161442,2016,09/08/2017,Norwalk,126 WASHINGTON ST,141710.00,249500.00,0.567975952,Condo,Condo,,UNIT R106,,
10154,2001,01/16/2002,Vernon,85 ZOEY DR,53420.00,50000.00,1.0684,,,3,,,
10371,2001,05/22/2002,Windsor,38 WOODDUCK FARMS,154140.00,370000.00,0.416594595,,,,,,
70644,2007,07/21/2008,Fairfield,242 JESSICA LN,1390830.00,1850000.00,0.7518,Single Family,Single Family,,,,
140198,2014,04/28/2015,New Milford,245 WILLOW SPRINGS,99680.00,100100.00,0.995804196,Condo,Condo,14 - Foreclosure,,,POINT (-73.4257 41.54363)
40122,2004,10/29/2004,Milford,82 SALEM WALK,74620.00,216000.00,0.345462963,,,,,,
10414,2010,05/23/2011,New Haven,76 PEARL STREET,296800.00,275000.00,1.079272727,Three Family,Three Family,25 - Other,BELOW MARKET,,
30510,2003,06/14/2004,Westport,8 W BRANCH RD,506200.00,1550000.00,0.326580645,,,,,,
150313,2015,08/09/2016,Avon,45 REVERKNOLLS,414600.00,830000.00,0.499518072,Single Family,Single Family,,,,
51819,2005,09/27/2006,Hartford,129-131 NEWINGTON AVE,56140.00,250000.00,0.22456,,,,,,
140095,2014,11/25/2014,Meriden,40 GUERNEY AVE,127750.00,215900.00,0.591709125,Two Family,Two Family,,,,
180156,2018,08/24/2019,Woodstock,20 CROOKED TRAIL,131300.00,235000.00,0.5587,Single Family,Single Family,,,,
175972,2017,08/06/2018,West Haven,18-20 BOYLSTON ST,104650.00,155000.00,0.6751,Two Family,Two Family,,,,POINT (-72.95767 41.28203)
41715,2004,03/30/2005,Bridgeport,844 KOSSUTH ST,93800.00,185000.00,0.507027027,,,13,,,
170132,2017,12/21/2017,Branford,72 QUARRY DOCK RD,209700.00,380000.00,0.551842105,Condo,Condo,,,,
201009,2020,06/08/2021,New Haven,1470 CHAPEL ST,191450.00,390777.00,0.489921362,Residential,Three Family,,,,
15186,2015,03/22/2016,North Haven,2 EDGEWATER ROAD,124670.00,105000.00,1.187333333,Single Family,Single Family,25 - Other,PER MLS NEEDS EXTENSIVE RENOVATION-SOLD AS IS,,
150064,2015,07/18/2016,Kent,25 SOUTH MAIN ST,156800.00,275000.00,0.570181818,Single Family,Single Family,,,,
70220,2007,01/03/2008,Stratford,1700 BROADBRIDGE AVE #C14,92400.00,178500.00,0.517647059,Condo,Condo,,,,
170054,2017,12/14/2017,Ansonia,40 FRANKLIN ST,155900.00,240000.00,0.6495,Single Family,Single Family,,,,
70119,2007,03/26/2008,New Canaan,584 FROGTOWN RD.,1251600.00,1850000.00,0.676540541,Single Family,Single Family,,,,
40006,2004,10/26/2004,Bolton,275 BOSTON TPKE,398220.00,450000.00,0.884933333,,,7,,,
21443,2002,07/22/2003,Norwalk,111 WINFIELD ST,124110.00,255000.00,0.486705882,,,,,,
11064,2001,08/16/2002,Manchester,108 BOLTON ST,76400.00,142000.00,0.538028169,,,,,,
90461,2009,05/21/2010,Manchester,9 TYLER CIRCLE,103300.00,72000.00,1.434722222,Single Family,Single Family,14 - Foreclosure,,,
17226,2017,08/06/2018,Mansfield,11 MEADOWOOD RD,134400.00,198000.00,0.6787,Single Family,Single Family,,,,
40348,2004,07/07/2005,Darien,20 PARK LN,396410.00,691000.00,0.573675832,,,,,,
160032,2016,10/24/2016,Norwich,538 SCOTLAND RD,150200.00,199900.00,0.751375688,Single Family,Single Family,,,,POINT (-72.07661 41.58588)
20352,2002,08/01/2003,Seymour,12 AJELLOS FARM RD,148400.00,391500.00,0.379054917,,,7,,,
10035,2001,10/01/2001,Bristol,51 ROSEMONT AVE,69750.00,128700.00,0.541958042,,,,,,
10313,2001,08/20/2002,Ansonia,86 HILL ST,60060.00,148900.00,0.403357958,,,,,,POINT (-73.06757 41.34167)
900074,2009,12/03/2009,New London,698 BANK ST,1839670.00,6433333.00,0.285959082,,,25 - Other,RATIO - INCLUDES PERS PROP & GOING CONCERN?,,POINT (-72.10433 41.34951)
14302,2014,07/02/2015,Ansonia,140 SUNSET DRIVE,99700.00,138000.00,0.722463768,Single Family,Single Family,,,,
90014,2009,10/22/2009,Bethel,25 CHERRY LANE,242810.00,293864.00,0.826266572,Single Family,Single Family,14 - Foreclosure,,,
50440,2005,02/21/2006,West Hartford,682 FERN ST,186980.00,488000.00,0.383155738,,,,,,
110301,2011,03/09/2012,New Haven,231 GREENE STREET,151410.00,110101.00,1.375191869,Three Family,Three Family,14 - Foreclosure,,,
90127,2009,07/21/2010,Woodstock,55 MEADOWSIDE COOP CAMPGROUND,0.00,6000.00,0,Single Family,Single Family,08 - Part Interest,55 meadowside coop campground lot,,
40220,2004,02/03/2005,Stonington,39 GRAND ST,396400.00,900000.00,0.440444444,,,,,,
30189,2003,11/17/2003,West Hartford,17 PINE BRK LN,177720.00,390000.00,0.455692308,,,,,,
30423,2003,03/12/2004,Southington,260 BEECHWOOD DR,110390.00,175000.00,0.6308,,,,,,
50694,2005,07/21/2006,Glastonbury,979&981 NEIPSIC RD SPLIT,371900.00,33000.00,11.26969697,,,6,,,
70211,2007,07/30/2008,Colchester,188 LYNN ST,161300.00,250000.00,0.6452,Single Family,Single Family,01 - Family,,,
90351,2009,01/28/2010,New Haven,561 FOUNTAIN ST,148470.00,165000.00,0.899818182,Single Family,Single Family,,,,
110971,2011,03/30/2012,Stratford,171 COLLEGE ST,129080.00,59500.00,2.169411765,Single Family,Single Family,14 - Foreclosure,,,
120173,2012,04/02/2013,New Milford,22 CANDLEWOOD VISTA,209390.00,272500.00,0.76840367,Single Family,Single Family,,,,
800022,2008,11/05/2008,Wolcott,150 FARVIEW AVE,117070.00,150000.00,0.780466667,Single Family,Single Family,25 - Other,SOLD TO AVOID FORECLOSURE,,
200212,2020,05/18/2021,Coventry,480 WOODMONT DR,224100.00,410000.00,0.5465,Residential,Single Family,,,,POINT (-72.33293 41.81411)
200035,2020,10/15/2020,Milford,148 FRESH MEADOW LN,150620.00,180000.00,0.8367,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.06808 41.24148)
70269,2007,08/04/2008,Bloomfield,14 FARMSTEAD CIRCLE,96320.00,107500.00,0.896,Single Family,Single Family,14 - Foreclosure,,,
20786,2002,01/07/2003,Bridgeport,3200 PARK AVE,105000.00,247000.00,0.425101215,,,,,,
2002428,2020,08/24/2021,Stamford,108 BARNCROFT ROAD,565590.00,969000.00,0.5836,Residential,Single Family,,,,
19457,2019,08/10/2020,Farmington,128 FARMINGTON AV,226250.00,320000.00,0.707,Single Family,Single Family,,,,
10369,2001,07/16/2002,Bloomfield,30 RUNDELANE,88420.00,180500.00,0.489861496,,,,,,
1800071,2018,11/07/2018,East Haven,127 VISTA DR,106830.00,150000.00,0.7122,Single Family,Single Family,,,,
13066,2013,03/24/2014,Derby,86 PLEASANT VIEW RD,142800.00,224900.00,0.634948866,Single Family,Single Family,,,,
60093,2006,03/30/2007,Haddam,62 LANDING RD,196610.00,423800.00,0.463921661,Single Family,Single Family,,,,
11422,2001,09/06/2002,Stratford,255 BAYVIEW BLVD,489400.00,899000.00,0.544382647,,,,,,POINT (-73.11093 41.1526)
21004,2002,08/21/2003,Manchester,253 HIGHLAND ST,78600.00,104000.00,0.755769231,,,11,,,
180808,2018,07/01/2019,West Hartford,10 YALE STREET,115850.00,140000.00,0.8275,Single Family,Single Family,25 - Other,SOLD AS IS,,
160199,2016,04/26/2017,Avon,175 NEW ROAD,388510.00,517500.00,0.750743961,Single Family,Single Family,,,,
40105,2004,01/03/2005,Granby,57 HUNT GLN DR,181440.00,291049.00,0.623400183,,,7,,,
12410,2001,09/25/2002,Stamford,37 WHITMORE LN,146930.00,230000.00,0.638826087,,,,,,
130071,2013,12/09/2013,Simsbury,27 KNOLL LANE,60370.00,103450.00,0.583566941,Condo,Condo,,,,
20245,2002,12/16/2002,Greenwich,86 HAMILTON AVE,130270.00,300000.00,0.434233333,,,,,,
20014,2002,10/28/2002,Marlborough,12 LAUREL LN,124610.00,239000.00,0.521380753,,,,,,
120225,2012,12/27/2012,Greenwich,"351 PEMBERWICK ROAD, UNIT 602",440160.00,525000.00,0.8384,Condo,Condo,,09-3636/s,,
150033,2015,05/12/2016,Willington,11 LUCHON RD,114320.00,160000.00,0.7145,Single Family,Single Family,,,,POINT (-72.27756 41.85142)
30003,2003,10/01/2003,Waterford,2 SENKOW DR,87600.00,153500.00,0.570684039,,,,,,
70679,2007,08/12/2008,Manchester,40 ELRO ST,149000.00,190000.00,0.784210526,Two Family,Two Family,,,,
20201167,2020,08/05/2021,Stratford,1087 NICHOLS AVENUE,155820.00,360000.00,0.4328,Residential,Single Family,,,,
30075,2003,05/20/2004,Redding,73 REDDING RD UT 7,149800.00,162900.00,0.919582566,,,,,,
1910289,2019,04/14/2020,Naugatuck,86 CELENTANO DR,120960.00,198000.00,0.6109,Single Family,Single Family,07 - Change in Property,IMPROVED,,
60251,2006,09/17/2007,Granby,580 SALMON BRK ST,285000.00,285000.00,1,Single Family,Single Family,28 - Use Assessment,,,
20120,2002,02/03/2003,Ledyard,MULTI#'S COL LEDYARD HWY,6060.00,1000.00,6.06,,,6,,,
20612,2002,12/30/2002,Stamford,366 BRIAR BRAE RD,295890.00,648000.00,0.45662037,,,,,,POINT (-73.57116 41.15298)
140708,2014,06/30/2015,West Haven,26 NONQUIT ST,109550.00,135000.00,0.811481481,Single Family,Single Family,,,,
51389,2005,04/17/2006,Stamford,29 WESCOTT RD,452060.00,1360000.00,0.332397059,,,,,,
10889,2001,06/07/2002,Milford,33 ORCHARD RD,180950.00,390000.00,0.463974359,,,,,,
80184,2008,09/30/2009,Monroe,1 HIGHLAND DRIVE,141120.00,160000.00,0.882,Condo,Condo,25 - Other,Estate Sale,,
50404,2005,02/06/2006,West Hartford,11 TROY ST,68730.00,229900.00,0.298956068,,,,,,
15409,2015,04/11/2016,Hartford,63 CHESTNUT ST,31147.00,209900.00,0.148389709,Two Family,Two Family,07 - Change in Property,New construction,,
30086,2003,10/07/2003,Stamford,2437 BEDFORD ST F2,147700.00,390000.00,0.378717949,,,,,,
11120,2011,03/16/2012,Wethersfield,815 NOTT ST,143600.00,198000.00,0.725252525,Single Family,Single Family,,,,
130358,2013,07/01/2014,Enfield,1543 KING ST,997990.00,1265000.00,0.788924901,,,,,,
40139,2004,08/29/2005,Kent,239B FULLER MTN RD,607400.00,1200000.00,0.506166667,,,,,,
41123,2004,04/18/2005,Norwalk,149 DRY HL RD,253750.00,547000.00,0.463893967,,,,,,
170881,2017,08/17/2018,Meriden,27 LYDALE PL,144200.00,254500.00,0.5666,Single Family,Single Family,,,,POINT (-72.7867 41.53126)
160226,2016,06/07/2017,Bethel,41 KINGSWOOD DRIVE,197540.00,295000.00,0.669627119,Condo,Condo,,,,
12328,2001,09/12/2002,Stamford,40 OENOKE PL 12,185990.00,408000.00,0.455857843,,,,,,POINT (-73.51646 41.09852)
90294,2009,08/26/2010,East Lyme,12 BLACK OAK DRIVE,229040.00,384300.00,0.595992714,Single Family,Single Family,25 - Other,RELOCATION,,
41124,2004,04/27/2005,Danbury,7 DEAN ST 201,125100.00,249888.00,0.50062428,,,,,,
90271,2009,02/12/2010,Greenwich,"45 PHEASANT LANE, GRW,CT 06830",2438940.00,3305000.00,0.737954614,Single Family,Single Family,,11-1422  5907/54  vet,,
41036,2004,07/29/2005,West Hartford,132 ST AUGUSTINE ST,62960.00,205000.00,0.307121951,,,,,,
190058,2019,10/21/2019,Fairfield,61 SAWYER ROAD,287280.00,399000.00,0.72,Single Family,Single Family,,,,
170092,2017,02/08/2018,Suffield,47 BRANDYWINE LN,100520.00,100000.00,1.0052,Condo,Condo,25 - Other,NOT ARM'S LENGTH,,POINT (-72.6458 41.98135)
200013,2020,10/05/2020,Branford,83 JEFFERSON WOODS,108900.00,199900.00,0.5447,Residential,Condo,,,,POINT (-72.84505 41.27279)
180976,2018,08/23/2019,Fairfield,122 MILLARD STREET,279090.00,491250.00,0.5681,Single Family,Single Family,,,,
120016,2012,10/17/2012,Trumbull,20 SAYBROOK ROAD,210800.00,300000.00,0.702666667,Single Family,Single Family,,,,
10268,2001,05/14/2002,Watertown,80 HUNGERFORD AVE,70350.00,145000.00,0.485172414,,,,,,
1700415,2017,06/18/2018,New Milford,270 WILLOW SPRINGS,91420.00,149900.00,0.6098,Condo,Condo,,,,
90174,2009,03/10/2010,East Haven,50 VIEW TERR,222840.00,322500.00,0.690976744,Single Family,Single Family,,,,
20101,2002,11/01/2002,Fairfield,160 HEMLOCK HL S,547120.00,770000.00,0.710545455,,,,,,POINT (-73.28826 41.20547)
120012,2012,10/03/2012,Farmington,8 KEW GARDENS,625020.00,845000.00,0.739668639,Single Family,Single Family,,,,
20281,2002,11/26/2002,Norwalk,41 WOLFPIT,5386570.00,55000.00,97.93763636,,,25,,,
40635,2004,05/23/2005,Wallingford,52 CLIFFSIDE DR,224700.00,510000.00,0.440588235,,,,,,
190221,2019,02/19/2020,South Windsor,198 KENT LN,166850.00,247000.00,0.6755,Single Family,Single Family,27 - CRUMBLING FOUNDATION ASSESSMENT REDUCTION,W/IN-LAW,,
190140,2019,12/06/2019,Enfield,26 HERITAGE FARMS,90010.00,145000.00,0.6208,Condo,Condo,,,,POINT (-72.55246 42.02192)
160273,2016,02/15/2017,Rocky Hill,1A CARILLON DRIVE,67970.00,115000.00,0.591043478,Condo,Condo,,,,
71048,2007,04/25/2008,Bridgeport,1440 RESERVOIR AVE,162411.00,249900.00,0.649903962,Single Family,Single Family,,,,
50091,2005,05/01/2006,Essex,44 EAGLE RDG DR,283700.00,487500.00,0.581948718,,,,,,
15080,2015,02/09/2016,Mansfield,6A ANTON RD,72900.00,100000.00,0.729,Condo,Condo,,ROCKRIDGE CONDOS,,
40153,2004,01/11/2005,East Hampton,39 YOUNG ST,24790.00,12500.00,1.9832,,,24,,,
100233,2010,04/01/2011,East Hartford,"208,224,232,242 HILLS ST",208790.00,60000.00,3.479833333,Single Family,Single Family,03 - Inter Corporation,3 parcels of land and a cape,,
70052,2007,08/25/2008,Pomfret,132 FOX HILL RD,209600.00,260000.00,0.806153846,Single Family,Single Family,,,,POINT (-71.96877 41.90713)
30151,2003,12/05/2003,Groton,90 RIDGEWOOD DR,132510.00,291000.00,0.455360825,,,,,,
140233,2014,06/02/2015,New Canaan,279 ROSEBROOK ROAD,2395820.00,3200000.00,0.74869375,Single Family,Single Family,,,,
800364,2008,09/04/2009,Farmington,32 FARM DRIVE,185310.00,185000.00,1.001675676,Condo,Condo,14 - Foreclosure,,,
80232,2008,03/24/2009,Middletown,39 STEVENS LA,112920.00,85000.00,1.328470588,Single Family,Single Family,14 - Foreclosure,,,
140074,2014,06/30/2015,Lebanon,9 SCHALK RD,216550.00,309900.00,0.698773798,Single Family,Single Family,,,,
40120,2004,06/24/2005,Marlborough,84 SANER RD,90520.00,255000.00,0.354980392,,,,,,
150118,2015,07/18/2016,Easton,15 CRESTWOOD LA,353900.00,575000.00,0.615478261,Single Family,Single Family,,,,
10741,2001,03/08/2002,Stratford,44 HICKORY WOODS LN,123900.00,210000.00,0.59,,,,,,
11285,2001,08/08/2002,Bristol,226 GARDEN ST EXT,60380.00,127000.00,0.475433071,,,,,,
13070,2013,10/28/2013,Hartford,130-132 BARKER ST,39119.00,112250.00,0.348498886,Two Family,Two Family,10 - A Will,,,
1301022,2013,07/03/2014,New Haven,138 FRONT STREET,63210.00,55000.00,1.149272727,Condo,Condo,25 - Other,BELOW MARKET,,
170090,2017,05/07/2018,Westbrook,210 DUCK ISLAND LANDING,219800.00,305000.00,0.7206,Condo,Condo,,,,
180104,2018,11/13/2018,Torrington,64 ROCKLEDGE LOOP,70630.00,104000.00,0.6791,Condo,Condo,,,,
180061,2018,12/20/2018,Winchester,496 MAIN ST,46480.00,64000.00,0.7262,,,,,,
40059,2004,11/09/2004,Simsbury,10 TIM CLARK CIR,200170.00,350000.00,0.571914286,,,,,,POINT (-72.80973 41.91559)
170149,2017,11/02/2017,Greenwich,57 VIEW ST,299670.00,40000.00,7.49175,Single Family,Single Family,08 - Part Interest,,,POINT (-73.63818 41.01856)
20712,2002,06/18/2003,Torrington,21 WOODLAND RD,69900.00,158000.00,0.442405063,,,,,,
50103,2005,03/30/2006,Granby,15 CEDAR DR,173880.00,349500.00,0.49751073,,,,,,
1600148,2016,01/24/2017,Guilford,SOUNDVIEW RD,443180.00,375000.00,1.181813333,,,,"MAP 42 LOT 118-05 ASSMNT 146920, LOT 118-06 ASSMNT 1550460 & LOT 118-04",,
70126,2007,06/17/2008,Mansfield,153 HANKS HILL RD,142310.00,142500.00,0.998666667,Single Family,Single Family,10 - A Will,ESTATE,,
10430,2001,01/11/2002,Hartford,35 W RAYMOND ST,42420.00,86900.00,0.488147296,,,,,,
200577,2020,06/18/2021,Branford,Y01 SYLVAN PT YACHT CLUB,24000.00,40000.00,0.6,Commercial,,,YACHT SLIP,,
30655,2003,03/31/2004,West Hartford,1527 NEW BRITAIN AVE,91000.00,186000.00,0.489247312,,,,,,
31807,2003,09/30/2004,Hartford,75 KENYON ST,87360.00,170000.00,0.513882353,,,10,,,
50060,2005,02/03/2006,Lebanon,42 RITA DR,78700.00,155000.00,0.507741935,,,,,,
90011,2009,11/05/2009,Weston,18 HILL CREST LANE,996400.00,1139000.00,0.874802458,Single Family,Single Family,,,,
40463,2004,08/16/2005,Windham,84 SPRING ST,115920.00,155938.00,0.743372366,,,,,,
70354,2007,03/20/2008,Greenwich,36 FOREST AVE,1082760.00,1050000.00,1.0312,Single Family,Single Family,,,,
10233,2001,04/11/2002,Rocky Hill,1 WINDY HL LN,4210.00,234353.00,0.017964353,,,7,,,
30355,2003,09/16/2004,Coventry,94 STONEHOUSE RD 11,140910.00,250000.00,0.56364,,,7,,,
110119,2011,08/21/2012,Putnam,93 EAST PUTNAM ROAD,184400.00,246000.00,0.749593496,Single Family,Single Family,,,,
50784,2005,08/24/2006,Glastonbury,136 MINNECHAUG DR,150300.00,276000.00,0.544565217,,,,,,
90189,2009,12/02/2009,West Hartford,39 FENNBROOK RD,145200.00,150000.00,0.968,Single Family,Single Family,,,,POINT (-72.7309 41.75147)
20400,2002,05/16/2003,Windsor,176 BREWSTER RD,97930.00,194701.00,0.502976359,,,,,,
80549,2008,05/04/2009,Stamford,7 FOURTH STREET UNIT 5F,209690.00,223400.00,0.93863026,Condo,Condo,,,,
10486,2001,12/20/2001,Danbury,1003 EATON CT,73500.00,239260.00,0.307197191,,,7,,,
20244,2002,12/13/2002,West Haven,345 MORGAN LN,910490.00,400000.00,2.276225,,,25,,,
18113,2018,08/29/2019,East Haddam,18 ROBBIE RD,147910.00,224500.00,0.6588,Single Family,Single Family,,,,
19031,2019,11/25/2019,Derby,31 EVELYN RD,131810.00,170000.00,0.7754,Single Family,Single Family,,,,
2020362,2020,09/27/2021,Ansonia,173 WAKELEE AVE,127800.00,300000.00,0.426,Residential,Two Family,,,,
40091,2004,10/28/2004,West Hartford,101 EMILY WAY,63000.00,502156.00,0.125459021,,,7,,,
120051,2012,11/01/2012,Hamden,262 HILL ST,150710.00,195000.00,0.772871795,Single Family,Single Family,,,,
20772,2020,09/16/2021,Newtown,3 SHORT HILL ROAD,451770.00,910000.00,0.4964,Residential,Single Family,25 - Other,RELOCATION CO.,,
19488,2019,08/21/2020,Newtown,6 PARMALEE HILL ROAD,70760.00,45000.00,1.5724,,,,,,
130019,2013,10/16/2013,Groton,239 CEDAR RD,832160.00,1200000.00,0.693466667,Single Family,Single Family,,,,
1800368,2018,06/03/2019,New Milford,406 GASLIGHT CONDO,81340.00,115000.00,0.7073,Condo,Condo,,,,
170399,2017,03/02/2018,Meriden,151 STERLING VLG,89180.00,132000.00,0.6756,Condo,Condo,,,,
40547,2004,11/01/2004,Waterbury,471 CHASE AVE,66360.00,92700.00,0.715857605,,,,,,
60411,2006,02/07/2007,Bristol,424 EMMETT ST UT 30,41110.00,115900.00,0.35470233,Condo,Condo,,,,
14059,2014,12/30/2014,Plainfield,419 LATHROP RD,126340.00,195000.00,0.647897436,Single Family,Single Family,07 - Change in Property,NO PERMITS FOR RENOVATIONS,,POINT (-71.9094 41.63991)
200026,2020,11/09/2020,Mansfield,41STONE RIDGE LA,229900.00,477000.00,0.4819,Residential,Single Family,,,,
10288,2001,04/26/2002,Waterford,28 FULMORE DR,87700.00,236500.00,0.370824524,,,,,,
80097,2008,06/30/2009,North Branford,30 FOOTE HILL RD,251160.00,419900.00,0.598142415,Single Family,Single Family,,,,POINT (-72.80379 41.38842)
30275,2003,12/30/2003,West Haven,1 SIMOS LN,100030.00,225000.00,0.444577778,,,,,,
11696,2001,06/21/2002,Stamford,25 COOLIDGE AVE,165340.00,500000.00,0.33068,,,,,,POINT (-73.52767 41.06732)
9610,2009,06/21/2010,Meriden,37 GRAVEL ST,109910.00,22000.00,4.995909091,Single Family,Single Family,08 - Part Interest,,,
40314,2004,06/07/2005,East Hampton,20 SHERRY DR,98100.00,225000.00,0.436,,,,,,
130024,2013,12/05/2013,Essex,148 SAYBROOK RD,302400.00,575000.00,0.525913043,Single Family,Single Family,,,,
80241,2008,01/09/2009,New Haven,33 ROCK CREEK RD,118790.00,70000.00,1.697,Two Family,Two Family,13 - Bankrupcy,,,
100089,2010,02/25/2011,East Lyme,23 SAUNDERS DR,458360.00,445000.00,1.030022472,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,,
61501,2006,04/27/2007,Bridgeport,22 SUMMIT PL,135520.00,290000.00,0.467310345,Single Family,Single Family,,,,
50027,2005,10/25/2005,Ansonia,28 BARTHOLOMEW AVE,133000.00,212000.00,0.627358491,,,,,,POINT (-73.04643 41.32616)
90347,2009,03/08/2010,West Hartford,24 BRIXTON ST,177100.00,380000.00,0.466052632,,,,,,
60073,2006,10/30/2006,Wallingford,405 PILGRIMS HBR,134750.00,195000.00,0.691025641,Condo,Condo,,,,
150111,2015,01/21/2016,Plainville,55 WHITING ST B-3,91560.00,90000.00,1.017333333,,,,,,POINT (-72.86726 41.66951)
10184,2001,03/28/2002,East Hampton,79 DEPOT HL,17860.00,127761.00,0.139792268,,,7,,,
140942,2014,09/30/2015,Killingly,321 MAIN ST,155400.00,235000.00,0.661276596,,,,,,POINT (-71.87907 41.80927)
120058,2012,11/30/2012,New Canaan,284 TURTLE BACK ROAD,1072400.00,1165000.00,0.920515021,Single Family,Single Family,,,,
200450,2020,02/08/2021,New Haven,76 THIRD ST,52990.00,130000.00,0.4076,Residential,Two Family,,,,
41083,2004,07/26/2005,Milford,16 FAIR ST,110950.00,100000.00,1.1095,,,8,,,POINT (-73.0617 41.21056)
170371,2017,10/17/2017,Milford,63 WASHINGTON ST,175620.00,210000.00,0.836285714,Single Family,Single Family,25 - Other,LOW SALE FOR NBHD,,
10138,2001,09/05/2002,Ashford,7 ARMITAGE CT,58920.00,105000.00,0.561142857,,,,,,POINT (-72.19316 41.9366)
10031,2001,10/04/2001,Hartford,477-479 FRANKLIN AVE,56140.00,89900.00,0.624471635,,,,,,
140022,2014,10/08/2014,Wethersfield,226 BROAD ST 2N,87400.00,108000.00,0.809259259,Condo,Condo,25 - Other,SHORT SALE PER ASSESSOR,,
1901212,2019,07/02/2020,Stamford,174 RIDGECREST ROAD,888020.00,1165000.00,0.7622,Single Family,Single Family,,,,
70473,2007,12/26/2007,Bridgeport,282-6 MYRTLE AVE,86030.00,125000.00,0.68824,Three Family,Three Family,01 - Family,,,
30198,2003,07/21/2004,Woodstock,SWENSEN RD,3140.00,54000.00,0.058148148,,,28,,,
10506,2001,09/25/2002,Bethel,900 LEXINGTON BLVD,21526.00,284020.00,0.075790437,,,7,,,
80295,2008,06/01/2009,Glastonbury,26 ARROWHEAD DR,185600.00,295000.00,0.629152542,Single Family,Single Family,,,,
22580,2002,09/24/2003,Stamford,180 GLENBROOK RD 47,136580.00,390000.00,0.350205128,,,,,,POINT (-73.52647 41.06076)
